 TRIP_DISTANCE,TEL_TRIPSTART,Trip Start time in mins, TEL_STARTODO, TEL_TRIPEND,Trip End time in mins,Difference of trip times, TEL_ENDODO, TEL_SOC_START, TEL_SOC_END,Percent Lost SOC, TEL_AVG_VELOCITY, AC_ON_DURATION, HEADLAMP_ON_DURATION, CHARGE_START, CHARGE_END, CHARGE_AMOUNT (Wh), FULLCHARGEFLAG, FULLCHARGE_KMSPAN, FULLCHARGE_EFFICIENCY, FULLCHARGE_AMOUNT, VEHICLE_ID, START_BAT_ACTUAL, END_BAT_ACTUAL
6,03:40.1,0003,5709,49:45.2,0049,46,5740,72,44,28,40.43,18.95,0,50:00.0,00:00.0,2698,0,,,,6,7,6
11,05:35.7,0005,2278,37:01.7,0037,32,2290,49,37,12,22.5,31.43,0,30:00.0,10:00.0,11683,1,70,166.9,11683,7,6,4
8,35:43.2,0035,5749,46:29.2,0046,11,5757,51,42,9,43.64,0,0,50:00.0,50:00.0,11338,1,54,259.925926,14036,6,7,6
11,06:31.7,0006,5204,18:32.7,0018,12,5214,51,41,10,50,0,0,20:00.0,10:00.0,1626,0,,,,24,7,5
11,22:30.7,0022,5219,29:16.7,0029,7,5225,35,32,3,51.43,6.38,0,10:00.0,00:00.0,10167,0,,,,24,5,3
6,03:04.8,0003,6149,50:02.9,0050,47,6214,104,23,81,82.98,46.97,46.97,56:00.0,35:00.0,25994,1,69,376.724638,25994,6,3,2
67,26:53.5,0026,5707,37:43.6,0037,11,5771,86,26,60,54.08,70.84,0,43:00.0,15:00.0,25022,1,81,308.91358,25022,10,14,2
17,27:17.6,0027,3183,39:06.6,0039,12,3202,95,80,15,95,6.35,0,45:00.0,20:00.0,8150,1,-3,0,8150,9,15,11
6,05:38.0,0005,8776,46:06.0,0046,41,8787,57,45,12,16.1,40.47,0,51:00.0,32:00.0,6095,0,,,,11,7,-1
79,26:50.7,0026,3913,36:16.8,0036,10,3993,102,10,92,68.57,0,65.75,40:00.0,30:00.0,15237,1,80,190.4625,15237,20,16,-1
63,11:54.7,0011,15196,53:37.7,0053,42,15258,101,10,91,88.57,7.22,41.72,50:00.0,40:00.0,14440,1,62,232.903226,14440,6,16,0
64,10:28.7,0010,10892,56:58.8,0056,46,10957,104,-5,109,84.78,0,44.58,57:00.0,38:00.0,13163,1,65,202.507692,13163,6,16,1
18,11:39.0,0011,11935,13:43.1,0013,2,11954,71,46,25,18.39,2.17,0,14:00.0,21:00.0,8592,1,39,220.307692,8592,14,12,-1
4,31:23.2,0031,2910,40:25.2,0040,9,2915,65,61,4,33.33,0,0,41:00.0,42:00.0,6665,1,32,208.28125,6665,21,10,10
13,32:59.9,0033,16290,49:56.9,0049,16,16303,70,51,19,45.88,0,16.95,00:00.0,00:00.0,7906,1,51,155.019608,7906,11,11,8
6,46:09.7,0046,4087,58:58.7,0058,12,4093,61,53,8,30,11.27,10.78,10:00.0,00:00.0,7438,1,39,190.717949,7438,8,10,8
7,08:43.5,0008,13078,23:33.5,0023,15,13088,24,13,11,40,0,11.77,50:00.0,10:00.0,14034,1,76,184.657895,14034,10,3,-1
5,55:10.8,0055,7986,59:38.9,0059,4,7990,85,77,8,60,4.47,4.47,00:00.0,20:00.0,4535,1,12,377.916667,4535,19,14,13
6,23:59.0,0023,1282,27:58.8,0027,4,1284,77,75,2,30,0,0,30:00.0,20:00.0,4933,1,20,246.65,4933,8,13,-1
13,22:10.4,0022,13584,41:59.5,0042,20,13598,65,48,17,44.21,9.15,18.28,40:00.0,00:00.0,9034,1,51,177.137255,9034,11,10,-1
35,08:46.5,0008,13598,50:15.5,0050,42,13617,104,83,21,27.14,16.35,0,21:00.0,25:00.0,5742,1,19,302.210526,5742,11,16,-1
2,07:13.1,0007,2425,27:35.1,0027,20,2428,74,68,6,9,11.23,0,10:00.0,10:00.0,5234,1,25,209.36,5234,8,12,11
4,13:25.2,0013,10188,27:37.3,0027,14,10214,79,54,25,21.08,74.2,1.53,33:00.0,17:00.0,2308,0,,,,18,9,8
5,17:53.3,0017,10214,41:54.4,0041,24,10219,67,60,7,12.5,24.02,2.53,49:00.0,07:00.0,6639,1,60,149.116667,8947,18,11,9
4,04:20.6,0004,8144,11:54.6,0011,7,8149,22,14,8,42.86,7.57,0,10:00.0,50:00.0,14024,1,89,188.11236,16742,6,2,2
5,32:54.8,0032,9222,41:36.8,0041,9,9227,75,67,8,33.33,8.7,0,40:00.0,10:00.0,5956,1,30,198.533333,5956,6,13,11
2,04:20.7,0004,3232,20:33.8,0020,16,3239,80,68,12,26.25,16.22,0,40:00.0,40:00.0,5406,1,16,337.875,5406,8,12,11
5,34:02.8,0034,9227,49:28.8,0049,15,9237,104,93,11,40,15.43,10.68,50:00.0,20:00.0,2616,1,10,261.6,2616,6,16,16
2,04:19.9,0004,6886,10:59.9,0011,7,6889,43,40,3,30,6.67,4.63,20:00.0,30:00.0,10888,1,66,164.969697,10888,19,6,-1
65,06:46.9,0006,6216,52:35.0,0052,46,6279,103,32,71,82.17,32.58,0,50:00.0,40:00.0,12304,1,65,189.292308,12304,6,16,3
5,06:59.4,0006,1915,09:44.4,0009,3,1917,57,55,2,40,2.75,0,10:00.0,20:00.0,8335,1,30,277.833333,8335,8,9,7
9,32:44.6,0032,8861,56:57.6,0056,24,8870,47,37,10,22.5,0,0,04:00.0,40:00.0,13727,1,82,167.402439,13727,10,7,-1
11,05:47.7,0005,2948,27:42.8,0027,22,2960,31,19,12,32.73,0,0,10:00.0,20:00.0,14137,1,102,188.176471,19194,8,4,2
8,19:22.3,0019,13662,35:22.3,0035,16,13671,64,55,9,33.75,0,13.15,50:00.0,40:00.0,7199,1,41,175.585366,7199,13,10,9
9,25:12.0,0025,6385,42:08.0,0042,17,6394,87,77,10,31.76,0,14.88,10:00.0,20:00.0,4068,1,23,176.869565,4068,12,15,-1
7,29:34.9,0029,6523,42:34.9,0042,13,6530,55,47,8,32.31,8.88,10.45,50:00.0,30:00.0,9429,1,39,241.769231,9429,19,8,-1
5,43:18.6,0043,7668,55:10.7,0055,12,7674,20,14,6,30,0,10.35,40:00.0,10:00.0,14593,1,85,171.682353,14593,24,2,1
74,52:28.7,0052,9696,56:54.8,0056,4,9771,94,14,80,70.31,0,56.58,00:00.0,10:00.0,13874,1,75,184.986667,13874,10,16,-1
44,20:45.3,0020,7849,29:43.4,0029,9,7897,55,16,39,41.74,42.03,0,31:00.0,58:00.0,14506,1,86,168.674419,14506,24,8,1
18,55:59.9,0056,10913,57:35.0,0057,1,10932,81,60,21,18.39,18.98,0,59:00.0,15:00.0,6323,1,38,166.394737,6323,14,13,9
27,19:11.9,0019,14699,31:24.9,0031,12,14729,96,68,28,25,0,0,31:00.0,34:00.0,4943,1,30,164.766667,4943,11,16,11
8,16:26.6,0016,10353,37:28.6,0037,21,10363,81,71,10,28.57,0,0,38:00.0,20:00.0,4742,1,83,57.13253,4742,10,14,-1
4,02:58.2,0002,7642,16:02.2,0016,14,7647,64,56,8,21.43,13.07,0,00:00.0,10:00.0,5358,0,,,,15,10,9
12,17:37.2,0017,4044,37:15.2,0037,20,4057,84,72,12,39,16.58,0,07:00.0,55:00.0,1155,1,27,42.777778,1155,9,14,12
7,21:45.2,0021,7660,44:12.3,0044,23,7671,36,18,18,28.7,22.45,0,00:00.0,20:00.0,14241,1,89,220.213483,19599,15,5,2
39,23:35.5,0023,14877,29:47.5,0029,6,14916,97,54,43,35.45,0,45.23,00:00.0,30:00.0,6806,1,39,174.512821,6806,11,16,8
8,22:24.0,0022,3493,35:22.0,0035,13,3502,84,73,11,41.54,0,0,00:00.0,40:00.0,4157,1,18,230.944444,4157,20,14,12
2,25:16.9,0025,11034,31:23.0,0031,6,11036,29,27,2,20,0,0,00:00.0,40:00.0,12227,1,75,163.026667,12227,17,4,3
5,16:24.4,0016,10351,30:39.5,0030,14,10356,56,49,7,21.43,0,11.72,00:00.0,10:00.0,8279,1,41,201.926829,8279,19,9,7
26,19:20.9,0019,11807,54:48.0,0054,35,11833,62,36,26,44.57,0,32.9,00:00.0,00:00.0,10284,1,153,67.215686,10284,24,10,5
14,17:53.1,0017,11965,44:11.2,0044,27,11979,67,57,10,31.11,26.3,26.3,50:00.0,01:00.0,7629,1,49,155.693878,7629,18,11,9
16,51:43.7,0051,7691,53:10.8,0053,2,7713,71,44,27,21.29,17.5,43.47,01:00.0,05:00.0,8299,1,44,188.613636,8299,23,12,8
5,35:29.3,0035,4221,45:45.4,0045,10,4226,20,13,7,30,0,7.72,40:00.0,20:00.0,15250,1,89,171.348315,15250,7,3,1
5,01:22.3,0001,14054,04:12.4,0004,3,14094,102,58,44,38.1,51.18,0,00:00.0,40:00.0,6704,1,40,167.6,6704,11,10,-1
11,07:18.1,0007,8321,40:27.1,0040,33,8344,80,59,21,41.82,0,33.15,40:00.0,30:00.0,7061,1,30,235.366667,7061,6,12,-1
8,04:07.1,0004,13284,23:45.1,0023,19,13293,65,57,8,28.42,0,16.23,50:00.0,40:00.0,6977,1,42,166.119048,6977,13,12,-1
9,14:30.9,0014,9120,38:54.9,0038,24,9132,33,24,9,30,0,21.37,40:00.0,30:00.0,13101,1,76,172.381579,13101,10,4,-1
6,46:22.1,0046,6331,56:38.1,0056,10,6337,54,47,7,36,5.65,8.85,50:00.0,20:00.0,9218,1,38,242.578947,9218,19,8,7
39,02:02.8,0002,11727,40:47.8,0040,38,11763,104,66,38,56.84,0,38.75,40:00.0,20:00.0,7118,1,39,182.512821,7118,11,16,10
3,00:08.0,0000,5670,04:17.0,0004,4,5674,105,100,5,60,0.2,0,00:00.0,40:00.0,14696,1,7,2099.428571,14696,6,16,16
10,26:02.6,0026,5238,41:49.6,0041,15,5249,44,34,10,44,15.78,0,10:00.0,00:00.0,12748,1,84,151.761905,12748,10,5,4
12,45:49.6,0045,1994,55:35.6,0055,10,2003,74,66,8,54,0,0,10:00.0,30:00.0,11460,1,24,477.5,11460,8,12,10
2,06:16.2,0006,5762,48:04.3,0048,42,5822,102,18,84,85.71,35.82,41.8,54:00.0,40:00.0,26856,1,3,8952,26856,6,2,0
3,14:59.0,0014,9933,30:19.0,0030,16,9937,70,66,4,15,15.33,5.08,36:00.0,16:00.0,6035,1,23,262.391304,6035,18,11,11
20,06:26.1,0006,8849,56:27.2,0056,50,8878,93,66,27,34.8,50.02,0,01:00.0,25:00.0,4127,1,44,93.795455,4127,11,16,10
10,36:08.6,0036,2787,44:51.7,0044,8,2798,81,73,8,82.5,0,0,55:00.0,35:00.0,5277,1,24,219.875,5277,9,13,11
4,02:15.4,0002,11106,17:37.4,0017,15,11110,69,65,4,16,14.37,12.33,22:00.0,11:00.0,5863,1,37,158.459459,5863,5,11,11
6,17:56.3,0017,11983,49:27.3,0049,32,11989,96,89,7,11.25,0,1.52,51:00.0,00:00.0,2391,1,6,398.5,2391,18,16,15
38,19:36.8,0019,12965,30:19.9,0030,11,13004,64,33,31,32.96,0,0,54:00.0,19:00.0,1298,0,,,,14,10,4
63,02:48.9,0002,11020,46:03.9,0046,44,11084,102,11,91,87.27,0,40.7,48:00.0,55:00.0,14273,1,64,223.015625,14273,6,16,0
10,23:35.1,0023,8528,57:22.1,0057,34,8539,46,36,10,19.41,1.55,21.03,00:00.0,20:00.0,11314,1,66,171.424242,11314,19,6,5
9,16:35.8,0016,4732,51:52.9,0051,35,4751,61,43,18,32.57,35.28,35.28,30:00.0,40:00.0,11137,1,62,179.629032,11137,10,7,5
4,36:18.5,0036,4848,50:04.6,0050,14,4859,42,30,12,47.14,13.77,13.77,50:00.0,50:00.0,13306,1,63,211.206349,13306,24,4,3
11,24:16.1,0024,4124,42:01.2,0042,18,4134,69,55,14,33.33,0.18,0,26:00.0,55:00.0,1448,1,100,48.48,4848,6,11,8
80,24:46.3,0024,3245,34:38.4,0034,10,3325,101,23,78,68.57,69.87,0,40:00.0,00:00.0,13844,1,81,170.91358,13844,10,16,2
3,31:20.7,0031,8162,34:15.7,0034,3,8164,88,85,3,40,2.92,0,30:00.0,00:00.0,3449,1,7,492.714286,3449,6,15,14
10,10:58.9,0010,7085,21:41.9,0021,11,7089,18,13,5,21.82,0,0,30:00.0,20:00.0,7273,0,,,,15,3,1
68,36:31.1,0036,3668,44:37.3,0044,8,3734,87,26,61,58.24,35.4,0,50:00.0,30:00.0,12664,1,82,154.439024,12664,10,14,2
9,10:02.9,0010,9844,28:16.9,0028,18,9854,50,40,10,33.33,6.17,0,35:00.0,52:00.0,9589,1,83,115.53012,9589,10,7,5
57,28:25.1,0028,6423,38:45.2,0038,10,6481,78,24,54,49.71,0,0,20:00.0,50:00.0,12238,1,87,140.666667,12238,12,13,3
7,41:53.4,0041,14503,53:43.5,0053,12,14510,50,43,7,35,0,0,50:00.0,20:00.0,9382,1,53,177.018868,9382,11,7,6
2,07:18.0,0007,3026,15:09.0,0015,8,3029,30,26,4,22.5,7.85,5.82,10:00.0,50:00.0,13906,1,66,210.69697,13906,8,4,-1
10,13:13.0,0013,10612,27:04.0,0027,14,10622,29,20,9,42.86,0,11.82,00:00.0,10:00.0,13669,1,75,182.253333,13669,10,4,2
3,37:36.6,0037,7735,45:21.6,0045,8,7738,30,25,5,22.5,7.75,6.25,00:00.0,50:00.0,12908,1,65,198.584615,12908,15,4,3
12,11:48.9,0011,7968,29:52.9,0029,18,7981,60,49,11,43.33,0,0,31:00.0,50:00.0,8788,1,45,195.288889,8788,24,9,7
5,29:53.2,0029,11099,50:53.3,0050,21,11111,58,48,10,34.29,0,0,51:00.0,01:00.0,8890,1,54,164.62963,8890,14,9,9
11,01:06.5,0001,4071,20:57.5,0020,19,4083,94,83,11,37.89,0,0,21:00.0,58:00.0,1858,1,12,154.833333,1858,9,16,-1
20,56:54.7,0056,14173,56:57.8,0056,0,14198,98,77,21,25,37.48,0,03:00.0,18:00.0,3848,1,25,153.92,3848,11,16,-1
24,06:47.4,0006,7165,45:41.5,0045,39,7189,67,43,24,36.92,10.7,0,19:00.0,56:00.0,9733,1,53,183.641509,9733,15,11,6
41,36:11.2,0036,11514,54:01.4,0054,18,11553,95,56,39,30,3,77.84,59:00.0,50:00.0,12119,1,44,275.431818,12119,11,16,-1
9,26:51.2,0026,13154,54:58.3,0054,28,13164,39,20,19,21.43,14.95,27.08,57:00.0,48:00.0,13386,1,45,297.466667,13386,14,5,-1
24,05:40.5,0005,9637,30:40.5,0030,25,9661,74,52,22,57.6,0,0,00:00.0,50:00.0,7466,1,50,149.32,7466,19,13,-1
18,43:14.5,0043,13973,44:47.6,0044,1,14029,96,40,56,55.08,53.9,0,48:00.0,07:00.0,9674,1,58,166.793103,9674,6,10,6
3,01:02.4,0001,17001,11:47.4,0011,10,17004,23,20,3,18,0,9.22,10:00.0,00:00.0,13255,1,73,181.575342,13255,13,3,-1
17,05:41.6,0005,14553,56:36.7,0056,51,14609,97,29,68,65.88,23.43,47.78,59:00.0,56:00.0,11036,1,56,197.071429,11036,6,7,4
30,08:51.3,0008,13363,46:27.4,0046,38,13393,56,36,20,47.37,0,34.62,50:00.0,50:00.0,11085,1,100,157.61,15761,13,9,4
55,03:31.4,0003,6563,54:21.5,0054,51,6614,99,62,37,60,50.83,49.83,50:00.0,40:00.0,7667,1,56,136.910714,7667,6,16,-1
59,48:21.5,0048,6618,49:09.6,0049,1,6675,102,57,45,56.07,60.8,0,55:00.0,35:00.0,7496,1,61,122.885246,7496,6,16,8
9,01:37.6,0001,3401,24:22.6,0024,23,3410,79,69,10,23.48,0.97,0,29:00.0,25:00.0,11146,1,85,131.129412,11146,10,12,10
63,10:42.3,0010,4198,56:21.4,0056,46,4261,100,25,75,82.17,36.6,7.12,01:00.0,25:00.0,27138,1,64,424.03125,27138,6,16,-1
9,41:53.8,0041,3389,58:18.8,0058,17,3398,26,16,10,31.76,0,0,01:00.0,37:00.0,12795,1,82,156.036585,12795,20,3,1
8,02:43.1,0002,5649,13:00.1,0013,11,5657,66,59,7,43.64,0,0,17:00.0,35:00.0,6475,1,46,140.76087,6475,9,11,9
11,21:54.0,0021,7032,46:14.1,0046,25,7045,49,33,16,31.2,0,0,01:00.0,03:00.0,10819,1,68,159.102941,10819,23,7,4
2,19:17.2,0019,11948,28:58.3,0028,9,11951,31,26,5,20,8.17,6.15,40:00.0,40:00.0,12476,1,68,183.470588,12476,6,4,3
10,20:41.6,0020,3503,36:34.6,0036,16,3514,91,78,13,41.25,15.88,0,10:00.0,30:00.0,3184,1,11,289.454545,3184,8,16,13
3,46:24.1,0046,6185,54:06.1,0054,8,6188,81,79,2,22.5,7.7,5.65,00:00.0,20:00.0,3291,1,7,470.142857,3291,22,14,14
9,15:24.0,0015,4824,38:08.0,0038,23,4833,75,67,8,23.48,16.07,0,43:00.0,55:00.0,12496,1,82,152.390244,12496,10,12,10
18,05:00.4,0005,3109,06:05.4,0006,1,3112,78,76,2,180,0,0,10:00.0,45:00.0,9076,1,39,232.717949,9076,9,12,12
4,21:08.5,0021,5459,44:25.5,0044,23,5473,39,24,15,36.52,11.15,0,10:00.0,50:00.0,14045,1,82,171.280488,14045,6,2,2
4,16:55.2,0016,6362,19:40.2,0019,3,6363,24,21,3,20,0,0,20:00.0,00:00.0,14629,1,84,174.154762,14629,6,3,1
13,22:22.3,0022,4112,44:35.3,0044,22,4125,39,24,15,35.45,0,19.13,30:00.0,30:00.0,5187,0,,,,7,5,3
11,16:11.3,0016,4126,33:25.3,0033,17,4137,23,13,10,38.82,0,13.65,40:00.0,20:00.0,15236,1,119,171.621849,20423,7,3,1
4,50:59.2,0050,10275,58:46.2,0058,8,10278,60,57,3,22.5,0,5.73,00:00.0,50:00.0,7416,1,38,195.157895,7416,19,10,9
32,22:12.4,0022,11589,26:13.5,0026,4,11621,81,39,42,30,0,61.47,40:00.0,30:00.0,8978,1,104,112.365385,11686,24,14,5
2,29:47.8,0029,14665,33:21.8,0033,4,14667,39,36,3,30,0,3.57,50:00.0,30:00.0,11822,1,58,203.827586,11822,6,5,5
7,19:11.4,0019,7585,49:35.4,0049,30,7594,67,-5,72,18,17.97,19.52,10:00.0,40:00.0,8917,1,27,330.259259,8917,22,11,7
3,28:20.7,0028,15263,32:57.7,0032,4,15266,91,86,5,45,0,0,30:00.0,10:00.0,1365,1,4,341.25,1365,6,16,-1
10,01:22.8,0001,10649,16:09.8,0016,15,10659,78,66,12,40,14.78,0,10:00.0,30:00.0,5555,1,21,264.52381,5555,19,13,12
62,00:50.8,0000,5001,47:27.9,0047,47,5064,101,27,74,80.43,30.8,46.62,04:00.0,35:00.0,12720,1,64,198.75,12720,6,16,3
11,07:36.3,0007,2105,15:37.3,0015,8,2113,61,52,9,60,8.02,7.02,26:00.0,09:00.0,14896,1,45,331.022222,14896,7,9,7
2,41:23.4,0041,22972,48:01.4,0048,7,22974,101,98,3,17.14,0,0,50:00.0,20:00.0,584,1,2,292,584,13,16,16
19,57:58.5,0057,25302,57:15.6,0057,0,25322,68,46,22,20,0,0,57:00.0,54:00.0,8478,1,46,184.304348,8478,11,11,7
14,29:28.2,0029,18821,50:37.2,0050,21,18836,85,71,14,42.86,0,0,53:00.0,46:00.0,5084,1,28,181.571429,5084,16,15,12
8,17:39.1,0017,7142,35:01.1,0035,18,7150,70,59,11,26.67,0,0,30:00.0,40:00.0,3081,0,,,,7,11,9
4,15:19.3,0015,10797,35:08.3,0035,20,10801,94,89,5,12,0,0,20:00.0,30:00.0,3029,1,4,757.25,3029,12,16,15
24,08:28.6,0008,13591,53:02.7,0053,45,13616,87,64,23,33.33,0,35.4,50:00.0,20:00.0,6337,1,40,158.425,6337,15,15,10
11,05:17.2,0005,7161,25:13.2,0025,20,7172,70,57,13,33,0,16.92,20:00.0,50:00.0,6473,1,52,183.730769,9554,7,11,9
11,25:08.8,0025,22989,45:26.8,0045,20,23000,87,71,16,33,14.22,20.3,40:00.0,20:00.0,4109,1,23,178.652174,4109,13,15,12
10,14:35.7,0014,30935,28:57.7,0028,14,30945,60,50,10,42.86,0,12.32,10:00.0,20:00.0,8373,1,40,209.325,8373,17,9,7
3,04:43.0,0004,16289,22:40.1,0022,18,16292,62,57,5,10,17.95,14.23,40:00.0,40:00.0,7548,1,47,160.595745,7548,8,10,9
6,47:42.2,0047,31342,57:47.2,0057,10,31347,32,25,7,30,0,7.07,10:00.0,40:00.0,11777,1,83,141.891566,11777,17,4,3
9,40:24.8,0040,5779,58:18.9,0058,18,5788,80,71,9,30,0,0,02:00.0,42:00.0,4779,1,83,57.578313,4779,20,13,12
6,43:01.4,0043,3577,58:28.4,0058,15,3583,67,62,5,24,0,0,02:00.0,02:00.0,6439,1,35,183.971429,6439,21,11,10
4,37:39.6,0037,14088,52:57.6,0052,15,14093,76,70,6,20,0,0,56:00.0,35:00.0,1949,0,,,,14,14,11
10,07:26.5,0007,4961,24:25.5,0024,17,4972,39,28,11,38.82,0,0,40:00.0,20:00.0,12394,1,73,169.780822,12394,7,5,3
14,25:12.7,0025,18832,47:16.8,0047,22,18846,51,37,14,38.18,0,19.52,00:00.0,00:00.0,10509,1,77,167.051948,12863,13,7,5
2,26:57.3,0026,12205,33:13.3,0033,7,12207,14,12,2,17.14,0,0,40:00.0,20:00.0,15155,1,103,182.087379,18755,17,1,0
19,11:51.8,0011,15298,41:47.8,0041,30,15320,84,63,21,44,0,0,00:00.0,10:00.0,4426,0,,,,6,13,10
10,01:03.8,0001,15320,25:28.9,0025,24,15332,62,47,15,30,0,0,20:00.0,50:00.0,8360,1,66,193.727273,12786,6,10,7
4,04:15.1,0004,18531,17:30.1,0017,13,18535,67,62,5,18.46,4.08,3.05,18:00.0,33:00.0,6644,1,37,179.567568,6644,5,11,10
5,01:59.9,0002,11668,25:33.0,0025,23,11678,68,-5,73,25,0,0,20:00.0,00:00.0,6823,1,33,206.757576,6823,7,10,9
19,11:43.9,0011,19544,45:59.9,0046,35,19563,58,39,19,33.53,12.83,0,40:00.0,10:00.0,8741,1,56,156.089286,8741,19,9,9
11,29:47.2,0029,30186,49:45.2,0049,20,30197,60,48,12,33,0,0,10:00.0,20:00.0,7958,1,50,159.16,7958,17,9,7
6,42:45.1,0042,11732,55:59.2,0055,13,11739,51,41,10,32.31,0,9.18,50:00.0,20:00.0,9274,1,61,152.032787,9274,7,7,6
29,44:20.9,0044,12571,47:20.0,0047,3,12601,62,21,41,28.57,32.78,62.99,40:00.0,30:00.0,12731,1,61,208.704918,12731,7,8,2
17,27:07.9,0027,31552,50:26.9,0050,23,31569,81,63,18,44.35,20.27,0,50:00.0,00:00.0,5619,1,35,160.542857,5619,6,14,10
3,03:30.6,0003,32056,13:44.6,0013,10,32059,50,44,6,18,0,6.18,20:00.0,50:00.0,9583,1,60,159.716667,9583,17,7,-1
14,07:54.7,0007,14109,38:39.8,0038,31,14123,91,78,13,27.1,0,0,43:00.0,54:00.0,3358,1,14,239.857143,3358,14,16,13
8,30:03.8,0030,8704,50:48.9,0050,20,8711,57,50,7,21,20.75,0,28:00.0,30:00.0,39752,1,62,641.16129,39752,11,8,-1
8,01:10.0,0001,980,10:54.0,0010,9,986,100,95,5,40,9.73,0,16:00.0,25:00.0,4696,1,9,521.777778,4696,10,16,15
2,10:26.2,0010,8128,16:24.2,0016,6,8129,70,68,2,10,0,0.97,23:00.0,16:00.0,9930,1,40,248.25,9930,18,11,-1
12,38:42.1,0038,12138,54:39.1,0054,16,12143,53,47,6,18.75,0,0,00:00.0,10:00.0,8496,0,,,,19,9,7
8,37:06.1,0037,8149,54:31.1,0054,17,8157,60,50,10,28.24,0,17.42,10:00.0,00:00.0,7817,1,27,289.518519,7817,22,9,7
1,47:30.6,0047,13407,54:39.6,0054,7,13408,68,66,2,8.57,0,4.6,59:00.0,28:00.0,5778,1,27,214,5778,18,12,12
14,35:35.0,0035,5862,51:26.0,0051,16,5876,27,8,19,52.5,0,12.32,42:00.0,10:00.0,25262,1,88,287.068182,25262,20,3,0
3,19:14.6,0019,6521,25:30.6,0025,6,6523,99,96,3,20,0,0,02:00.0,43:00.0,1018,1,2,509,1018,9,16,16
4,10:07.2,0010,5121,19:20.2,0019,9,5125,29,23,6,26.67,0,0,40:00.0,40:00.0,13207,1,74,178.472973,13207,7,5,3
3,05:35.3,0005,12570,25:31.4,0025,20,12595,69,43,26,18.75,0,61.35,00:00.0,40:00.0,9229,1,48,192.270833,9229,19,6,-1
15,28:22.3,0028,8657,55:32.3,0055,27,8672,38,19,19,33.33,2.57,22.57,40:00.0,00:00.0,13703,1,72,190.319444,13703,12,5,2
55,46:01.5,0046,13736,48:38.5,0048,2,13792,97,34,63,54.19,7.75,60.27,00:00.0,00:00.0,10062,1,56,179.678571,10062,24,16,4
2,50:58.5,0050,19465,59:42.5,0059,9,19467,91,88,3,13.33,0,0,03:00.0,22:00.0,2354,1,2,1177,2354,11,16,15
24,15:43.9,0015,18076,53:30.9,0053,38,18101,71,51,20,39.47,0,3.53,54:00.0,30:00.0,8365,1,47,177.978723,8365,18,12,8
4,02:23.0,0002,17704,15:01.0,0015,13,17708,66,62,4,18.46,12.63,12.63,15:00.0,13:00.0,5353,1,37,144.675676,5353,5,11,11
2,28:58.9,0028,11326,35:52.9,0035,7,11328,20,18,2,17.14,0,0,39:00.0,45:00.0,14022,1,74,189.486486,14022,20,2,2
3,07:28.3,0007,18568,20:28.3,0020,13,18571,68,64,4,13.85,4.1,10.23,21:00.0,20:00.0,6111,1,36,169.75,6111,5,11,10
6,12:25.4,0012,18588,36:24.5,0036,24,18594,81,76,5,15,23.98,0,36:00.0,25:00.0,4058,1,6,676.333333,4058,5,16,13
8,02:24.4,0002,11776,18:35.4,0018,16,11784,66,54,12,30,5.93,0,10:00.0,20:00.0,7647,1,45,169.933333,7647,7,10,8
11,17:44.4,0017,29147,40:13.4,0040,23,29158,31,18,13,28.7,0,0,40:00.0,10:00.0,12319,1,69,178.536232,12319,13,4,2
8,22:27.6,0022,19912,35:40.6,0035,13,19920,34,25,9,36.92,13.22,0,30:00.0,40:00.0,5369,0,,,,19,4,3
2,38:59.2,0038,6647,47:08.3,0047,9,6649,72,69,3,13.33,0,0,57:00.0,42:00.0,5054,1,84,60.166667,5054,20,12,11
3,47:34.6,0047,16288,55:29.6,0055,8,16292,77,73,4,30,0,0,59:00.0,39:00.0,4357,1,64,110.8125,7092,16,13,12
5,26:57.6,0026,3893,38:45.6,0038,12,3898,70,62,8,25,11.8,0,43:00.0,48:00.0,6756,1,31,262.290323,8131,21,11,-1
5,06:21.2,0006,10698,19:37.2,0019,13,10704,87,78,9,27.69,0,0,10:00.0,40:00.0,3314,1,11,301.272727,3314,7,15,13
10,19:57.7,0019,27455,39:12.8,0039,20,27466,59,45,14,33,0,0,20:00.0,30:00.0,8401,1,47,178.744681,8401,13,9,6
4,25:53.5,0025,28098,35:51.5,0035,10,28103,30,24,6,30,0,4.92,10:00.0,50:00.0,12229,1,90,135.877778,12229,17,4,3
13,29:15.2,0029,28672,49:11.2,0049,20,28686,29,12,17,42,19.93,0,00:00.0,20:00.0,14459,1,84,172.130952,14459,6,4,0
3,01:21.6,0001,18626,15:52.7,0015,14,18630,68,64,4,17.14,11.23,8.15,16:00.0,09:00.0,6151,1,36,170.861111,6151,5,11,10
11,11:18.8,0011,30379,31:17.8,0031,20,30390,29,19,10,33,0,14.88,10:00.0,10:00.0,13281,1,98,135.520408,13281,17,4,2
11,36:46.7,0036,12391,54:14.7,0054,18,12402,41,29,12,36.67,0,14.3,50:00.0,10:00.0,11598,1,64,181.21875,11598,7,6,4
18,25:18.4,0025,15580,55:29.4,0055,30,15599,37,17,20,38,0,0,42:00.0,01:00.0,3795,1,74,60.432432,4472,16,5,-1
7,26:46.3,0026,5974,38:38.3,0038,12,5981,80,73,7,35,0,0,42:00.0,19:00.0,4122,1,18,229,4122,9,13,12
